flavor,mass_GeV,channel,status,central_rows,variation_rows,mass_label,rows,central_hits,variation_hits,common_hits,xor_hits,false_hits,missed_hits,xor_per_row,xor_per_variation_hit,missed_per_variation_hit,entry_absdiff_m_median,entry_absdiff_m_p90,entry_absdiff_m_max,exit_absdiff_m_median,exit_absdiff_m_p90,exit_absdiff_m_max,path_absdiff_m_median,path_absdiff_m_p90,path_absdiff_m_max
Ue,0.305,ALL,length_mismatch,862956.0,862957.0,,,,,,,,,,,,,,,,,,,,
Ue,0.5,ALL,length_mismatch,762956.0,762957.0,,,,,,,,,,,,,,,,,,,,
Ue,0.7,ALL,length_mismatch,762956.0,762957.0,,,,,,,,,,,,,,,,,,,,
Ue,0.9,ALL,length_mismatch,762956.0,762957.0,,,,,,,,,,,,,,,,,,,,
Ue,1.0,ALL,length_mismatch,762956.0,762957.0,,,,,,,,,,,,,,,,,,,,
Ue,1.2,ALL,length_mismatch,762956.0,762957.0,,,,,,,,,,,,,,,,,,,,
Ue,1.4,ALL,length_mismatch,762956.0,762957.0,,,,,,,,,,,,,,,,,,,,
Ue,1.6,ALL,length_mismatch,762956.0,762957.0,,,,,,,,,,,,,,,,,,,,
Ue,1.8,ALL,ok,,,1p800,499999.0,3925.0,4026.0,1650.0,4651.0,2275.0,2376.0,0.009302018604037208,1.1552409339294585,0.5901639344262295,0.0,0.0,2.3058589219465233,0.0,0.0,3.8345289191537333,0.0,0.0,3.45269605858806
Ue,1.8,Bmeson,ok,,,1p800,99999.0,745.0,780.0,20.0,1485.0,725.0,760.0,0.014850148501485015,1.9038461538461537,0.9743589743589743,0.42547705777280065,1.1356352347498258,1.989359715504314,0.3270070024230858,1.7210259164881994,2.555221764494629,0.7171039640133738,2.4027771231700754,2.9050235379401386
Ue,1.8,Dmeson,ok,,,1p800,100000.0,780.0,873.0,10.0,1633.0,770.0,863.0,0.01633,1.870561282932417,0.9885452462772051,0.8759502711627469,1.8711696834422376,1.9988782805675314,0.724057833954074,1.5712296041163873,1.7018416263069476,0.260135658198287,1.9284559380544448,2.4151691256446384
Ue,1.8,Bc,ok,,,1p800,100000.0,808.0,808.0,808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ue,1.8,Bbaryon,ok,,,1p800,100000.0,810.0,783.0,30.0,1533.0,780.0,753.0,0.01533,1.9578544061302683,0.9616858237547893,0.39188198817849873,1.1824533545085394,2.3058589219465233,0.5668140053936739,1.7877267757502975,3.8345289191537333,0.3470232690072237,1.8698557525972295,3.45269605858806
Ue,1.8,WZ,ok,,,1p800,100000.0,782.0,782.0,782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ue,2.0,ALL,ok,,,2p000,399999.0,3086.0,3135.0,1686.0,2849.0,1400.0,1449.0,0.007122517806294516,0.9087719298245615,0.46220095693779906,0.0,0.0,3.038229097392641,0.0,0.0,5.058468373342862,0.0,0.0,4.894044511115062
Ue,2.0,Bmeson,ok,,,2p000,99999.0,739.0,788.0,36.0,1455.0,703.0,752.0,0.014550145501455015,1.8464467005076142,0.9543147208121827,0.4171096589530343,1.9143417293778722,3.038229097392641,0.5754751851702231,2.388334177987291,5.058468373342862,0.5373609417395411,2.475873276858792,4.894044511115062
Ue,2.0,Bc,ok,,,2p000,100000.0,826.0,826.0,826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ue,2.0,Bbaryon,ok,,,2p000,100000.0,722.0,722.0,25.0,1394.0,697.0,697.0,0.01394,1.9307479224376731,0.9653739612188366,0.3137914478067465,0.8052617324120883,2.489474397680759,0.427070599779789,1.495856387200049,1.9003721723987894,0.36317349197707927,2.0625605971805263,2.730762729044759
Ue,2.0,WZ,ok,,,2p000,100000.0,799.0,799.0,799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ue,2.2,ALL,ok,,,2p200,399999.0,3106.0,3043.0,1673.0,2803.0,1433.0,1370.0,0.007007517518793797,0.9211304633585278,0.4502136049950706,0.0,0.0,2.428607581323522,0.0,0.0,4.258004372174135,0.0,0.0,3.3422943229183986
Ue,2.2,Bmeson,ok,,,2p200,99999.0,768.0,717.0,29.0,1427.0,739.0,688.0,0.014270142701427015,1.99023709902371,0.9595536959553695,0.7764131853457634,1.5144834897550261,2.428607581323522,0.9113034967735487,3.195384667222412,3.9088009214161907,0.9894113821816362,2.6020385765329137,3.3422943229183986
Ue,2.2,Bc,ok,,,2p200,100000.0,815.0,815.0,815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ue,2.2,Bbaryon,ok,,,2p200,100000.0,718.0,706.0,24.0,1376.0,694.0,682.0,0.01376,1.9490084985835694,0.9660056657223796,0.3190465143984387,1.2005097490191092,2.4108000849890026,0.3056635891680912,3.1091109217349775,4.258004372174135,0.5042844844696734,2.8349869777167425,3.228815356635458
Ue,2.2,WZ,ok,,,2p200,100000.0,805.0,805.0,805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ue,2.4,ALL,ok,,,2p400,399999.0,3070.0,3031.0,1619.0,2863.0,1451.0,1412.0,0.007157517893794735,0.9445727482678984,0.46585285384361597,0.0,0.0,2.2188271648966946,0.0,0.0,3.1853332295599266,0.0,0.0,3.2552305448517025
Ue,2.4,Bmeson,ok,,,2p400,99999.0,731.0,745.0,25.0,1426.0,706.0,720.0,0.014260142601426015,1.9140939597315436,0.9664429530201343,0.5820281533645897,1.4364851865314316,1.9480220099478025,0.6045279872556719,2.8184106171793966,3.1853332295599266,0.6810386239088615,2.3038356425285853,3.2552305448517025
Ue,2.4,Bc,ok,,,2p400,100000.0,772.0,772.0,772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ue,2.4,Bbaryon,ok,,,2p400,100000.0,772.0,719.0,27.0,1437.0,745.0,692.0,0.01437,1.9986091794158554,0.9624478442280946,0.36432430269326943,1.36575368529629,2.2188271648966946,0.23581283722154467,1.946643793437734,3.175821012933614,0.2646438214394493,2.1759094790308424,2.8489275885642122
Ue,2.4,WZ,ok,,,2p400,100000.0,795.0,795.0,795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ue,2.6,ALL,ok,,,2p600,399999.0,2970.0,2984.0,1652.0,2650.0,1318.0,1332.0,0.006625016562541407,0.8880697050938338,0.44638069705093836,0.0,0.0,2.956358820801178,0.0,0.0,3.654295402901596,0.0,0.0,3.1359828551972413
Ue,2.6,Bmeson,ok,,,2p600,99999.0,679.0,688.0,29.0,1309.0,650.0,659.0,0.013090130901309014,1.9026162790697674,0.9578488372093024,0.18009609319705078,1.9532096254258562,2.956358820801178,0.47421706601203795,2.0994410707228437,3.654295402901596,0.6441036238152513,2.490305057326791,3.1359828551972413
Ue,2.6,Bc,ok,,,2p600,100000.0,815.0,815.0,815.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ue,2.6,Bbaryon,ok,,,2p600,100000.0,688.0,693.0,20.0,1341.0,668.0,673.0,0.01341,1.9350649350649352,0.9711399711399712,0.2786911556970608,1.0826788386156116,2.070285467503922,0.30712348864977557,2.244044037043652,3.404285566892483,0.3220967829686039,2.3167107774266875,2.656521229668442
Ue,2.6,WZ,ok,,,2p600,100000.0,788.0,788.0,788.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ue,2.8,ALL,ok,,,2p800,399999.0,3043.0,2964.0,1591.0,2825.0,1452.0,1373.0,0.0070625176562941405,0.9531039136302294,0.463225371120108,0.0,0.0,2.795505433784758,0.0,0.0,3.284549849687572,0.0,0.0,3.0734767507724676
Ue,2.8,Bmeson,ok,,,2p800,99999.0,751.0,719.0,28.0,1414.0,723.0,691.0,0.014140141401414013,1.9666203059805285,0.96105702364395,0.398578942136659,1.2967916462489981,2.226594998482973,0.8771079000315005,1.7385312764453922,2.7971269142771185,1.018192882538548,2.06122751949199,3.0734767507724676
Ue,2.8,Bc,ok,,,2p800,100000.0,753.0,753.0,753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ue,2.8,Bbaryon,ok,,,2p800,100000.0,752.0,705.0,23.0,1411.0,729.0,682.0,0.01411,2.001418439716312,0.9673758865248226,0.14915243502183628,1.21911173469437,2.795505433784758,0.38483984776431157,2.0877874725184644,3.284549849687572,0.3481349282466688,2.3567046907968363,2.7864103306423935
Ue,2.8,WZ,ok,,,2p800,100000.0,787.0,787.0,787.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ue,3.0,ALL,ok,,,3p000,399999.0,2980.0,2894.0,1564.0,2746.0,1416.0,1330.0,0.006865017162542906,0.9488597097442986,0.45957152729785766,0.0,0.0,3.212696452908631,0.0,0.0,3.710775785298516,0.0,0.0,2.945993878296406
Ue,3.0,Bmeson,ok,,,3p000,99999.0,744.0,647.0,19.0,1353.0,725.0,628.0,0.013530135301353014,2.091190108191654,0.9706336939721792,0.5182019031230034,2.1068292136277216,3.212696452908631,0.5074192726398863,2.524222292954569,3.710775785298516,0.8647241945743929,2.543819347795577,2.945993878296406
Ue,3.0,Bc,ok,,,3p000,100000.0,733.0,733.0,733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ue,3.0,Bbaryon,ok,,,3p000,100000.0,722.0,733.0,31.0,1393.0,691.0,702.0,0.01393,1.9004092769440655,0.9577080491132333,0.29837513338809174,1.2275128562526305,2.1928407587974377,0.34946658203495673,2.056511743507297,2.9734823619235655,0.37056008985489797,1.9833382563646893,2.5067266806879545
Ue,3.0,WZ,ok,,,3p000,100000.0,781.0,781.0,781.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ue,3.2,ALL,ok,,,3p200,399999.0,2965.0,2993.0,1588.0,2782.0,1377.0,1405.0,0.006955017387543469,0.9295021717340461,0.4694286668894086,0.0,0.0,3.1839671652647397,0.0,0.0,3.2790706272450443,0.0,0.0,3.0580873734203387
Ue,3.2,Bmeson,ok,,,3p200,99999.0,732.0,761.0,26.0,1441.0,706.0,735.0,0.014410144101441015,1.8935611038107754,0.9658344283837057,0.7915208054812641,1.545199304253611,3.1839671652647397,0.5892049081925972,1.7672440796390418,3.2790706272450443,0.5349652725178338,1.7185736674679521,2.0666672657862897
Ue,3.2,Bc,ok,,,3p200,100000.0,727.0,727.0,727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ue,3.2,Bbaryon,ok,,,3p200,100000.0,693.0,692.0,22.0,1341.0,671.0,670.0,0.01341,1.9378612716763006,0.9682080924855492,0.4727783106251451,1.2459050755764842,1.9166291343762367,0.3260006634980197,1.7276421835369333,2.146544888374308,0.49209815697794923,2.3539058366207315,3.0580873734203387
Ue,3.2,WZ,ok,,,3p200,100000.0,813.0,813.0,813.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ue,3.4,ALL,ok,,,3p400,299999.0,2216.0,2227.0,1533.0,1377.0,683.0,694.0,0.004590015300051,0.6183206106870229,0.31162999550965426,0.0,0.0,2.360393027533192,0.0,0.0,2.5805585228073653,0.0,0.0,2.684481469497914
Ue,3.4,Bmeson,ok,,,3p400,99999.0,708.0,719.0,25.0,1377.0,683.0,694.0,0.013770137701377014,1.9151599443671767,0.9652294853963839,0.6559474746611897,1.4518253582069607,2.360393027533192,0.608133715382273,1.7462405340264469,2.5805585228073653,0.650822521254458,1.590773019655872,2.684481469497914
Ue,3.4,Bc,ok,,,3p400,100000.0,711.0,711.0,711.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ue,3.4,WZ,ok,,,3p400,100000.0,797.0,797.0,797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ue,3.6,ALL,ok,,,3p600,299999.0,2231.0,2234.0,1518.0,1429.0,713.0,716.0,0.004763349211164037,0.6396598030438675,0.3205013428827216,0.0,0.0,1.2785211045234206,0.0,0.0,3.266774159236789,0.0,0.0,2.2798204093558248
Ue,3.6,Bmeson,ok,,,3p600,99999.0,742.0,745.0,29.0,1429.0,713.0,716.0,0.014290142901429014,1.9181208053691274,0.9610738255033557,0.3091980497578888,0.988071873390026,1.2785211045234206,0.4855332457364909,1.2158033777382549,3.266774159236789,0.43040122442062767,1.9300729342177056,2.2798204093558248
Ue,3.6,Bc,ok,,,3p600,100000.0,686.0,686.0,686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ue,3.6,WZ,ok,,,3p600,100000.0,803.0,803.0,803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Umu,0.305,ALL,length_mismatch,862956.0,862957.0,,,,,,,,,,,,,,,,,,,,
Umu,0.5,ALL,length_mismatch,762956.0,762957.0,,,,,,,,,,,,,,,,,,,,
Umu,0.7,ALL,length_mismatch,762956.0,762957.0,,,,,,,,,,,,,,,,,,,,
Umu,0.9,ALL,length_mismatch,762956.0,762957.0,,,,,,,,,,,,,,,,,,,,
Umu,1.0,ALL,length_mismatch,762956.0,762957.0,,,,,,,,,,,,,,,,,,,,
Umu,1.2,ALL,length_mismatch,762956.0,762957.0,,,,,,,,,,,,,,,,,,,,
Umu,1.4,ALL,length_mismatch,762956.0,762957.0,,,,,,,,,,,,,,,,,,,,
Umu,1.6,ALL,length_mismatch,762956.0,762957.0,,,,,,,,,,,,,,,,,,,,
Umu,1.8,ALL,ok,,,1p800,499999.0,3851.0,4052.0,1715.0,4473.0,2136.0,2337.0,0.008946017892035784,1.103899308983218,0.5767522211253702,0.0,0.0,2.5414163397347735,0.0,0.0,2.7285027301256335,0.0,0.0,3.226651089814787
Umu,1.8,Bmeson,ok,,,1p800,99999.0,766.0,737.0,25.0,1453.0,741.0,712.0,0.014530145301453015,1.971506105834464,0.966078697421981,0.4035353201061902,1.9842261591989907,2.314748063668162,0.3501958201560065,1.9219310597883366,2.3610829228693078,0.48070495775824185,2.286799856437351,2.4614406274614566
Umu,1.8,Dmeson,ok,,,1p800,100000.0,698.0,870.0,7.0,1554.0,691.0,863.0,0.01554,1.7862068965517242,0.9919540229885058,1.3950223592736108,1.8461441966456849,2.2282796060275274,1.3724265387909895,1.800842050319855,1.863185766879738,1.3030161478904319,2.3069259154850315,2.339269646220796
Umu,1.8,Bc,ok,,,1p800,100000.0,868.0,868.0,868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Umu,1.8,Bbaryon,ok,,,1p800,100000.0,737.0,795.0,33.0,1466.0,704.0,762.0,0.01466,1.8440251572327044,0.9584905660377359,0.45807627612344604,1.336302284949062,2.5414163397347735,0.5460976070965202,2.0279592670230375,2.7285027301256335,0.8389428347019425,2.5997963716459314,3.226651089814787
Umu,1.8,WZ,ok,,,1p800,100000.0,782.0,782.0,782.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Umu,2.0,ALL,ok,,,2p000,399999.0,3104.0,3076.0,1665.0,2850.0,1439.0,1411.0,0.007125017812544532,0.9265279583875162,0.45871261378413525,0.0,0.0,3.507759176258798,0.0,0.0,8.35180467862179,0.0,0.0,5.752407872192762
Umu,2.0,Bmeson,ok,,,2p000,99999.0,750.0,743.0,26.0,1441.0,724.0,717.0,0.014410144101441015,1.9394347240915208,0.9650067294751009,0.40530355711189614,2.2684017867830875,3.507759176258798,0.5673418930339889,2.0731892142664705,4.021672144691205,0.8190126705583101,2.0141526039979905,2.858092380722205
Umu,2.0,Bc,ok,,,2p000,100000.0,801.0,801.0,801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Umu,2.0,Bbaryon,ok,,,2p000,100000.0,754.0,733.0,39.0,1409.0,715.0,694.0,0.01409,1.922237380627558,0.946793997271487,0.46631705319407857,2.037705588823771,2.599396806429027,0.9978308648018022,2.529932098172156,8.35180467862179,0.6887439670983966,2.515771762717094,5.752407872192762
Umu,2.0,WZ,ok,,,2p000,100000.0,799.0,799.0,799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Umu,2.2,ALL,ok,,,2p200,399999.0,3152.0,3209.0,1731.0,2899.0,1421.0,1478.0,0.007247518118795297,0.9033966967902773,0.4605796198192583,0.0,0.0,3.3562977915138035,0.0,0.0,3.7525135028230387,0.0,0.0,2.929360661116789
Umu,2.2,Bmeson,ok,,,2p200,99999.0,748.0,748.0,29.0,1438.0,719.0,719.0,0.014380143801438015,1.9224598930481283,0.9612299465240641,0.5643895008830171,1.8503954151427193,2.8861243609582097,0.4408878426716427,1.6284969733614785,2.4255919293065524,0.5381816176478722,1.7108189344836489,2.42747720893432
Umu,2.2,Bc,ok,,,2p200,100000.0,862.0,862.0,862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Umu,2.2,Bbaryon,ok,,,2p200,100000.0,737.0,794.0,35.0,1461.0,702.0,759.0,0.01461,1.8400503778337531,0.9559193954659949,0.5013853703879896,1.9958476165432772,3.3562977915138035,0.5009033540434231,1.988205162994666,3.7525135028230387,0.4058614916148713,1.9556290280670625,2.929360661116789
Umu,2.2,WZ,ok,,,2p200,100000.0,805.0,805.0,805.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
